id,genus,name_german,name_original,treetop_diam,tree_height,year_of_planting,license,credits
"2565278",Salix,,Salix spec.,"3","5",,GeoNutzV,Land Berlin
"2565279",Salix,,Salix spec.,"6","6",,GeoNutzV,Land Berlin
"2565280",Prunus,,Prunus avium,"6","13","1975",GeoNutzV,Land Berlin
"2565281",Prunus,,Prunus domestica,"5","9","1985",GeoNutzV,Land Berlin
"2565282",Prunus,,Prunus domestica,"3","7","1985",GeoNutzV,Land Berlin
"2565283",Prunus,,Prunus domestica,"3","7",,GeoNutzV,Land Berlin
"2565284",Prunus,,Prunus domestica,"2","8","1985",GeoNutzV,Land Berlin
"2565285",Prunus,,Prunus domestica,"4","9","1980",GeoNutzV,Land Berlin
"2565286",Prunus,,Prunus domestica,"4","8","1980",GeoNutzV,Land Berlin
"2565287",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"2565288",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"2565289",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"2565290",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"2565291",Prunus,,Prunus domestica,"3","7","1980",GeoNutzV,Land Berlin
"2565292",Prunus,,Prunus domestica,"5","8","1980",GeoNutzV,Land Berlin
"2565293",Prunus,,Prunus domestica,"4","8","1980",GeoNutzV,Land Berlin
"2565294",Prunus,,Prunus domestica,"4","8","1980",GeoNutzV,Land Berlin
"2565295",Prunus,,Prunus domestica,"4","7","1980",GeoNutzV,Land Berlin
"2565296",Salix,,Salix fragilis,"8","9","1975",GeoNutzV,Land Berlin
"2565297",Salix,,Salix fragilis,"4","3","1975",GeoNutzV,Land Berlin
"2565298",Salix,,Salix fragilis,"4","3","1975",GeoNutzV,Land Berlin
"2565299",Malus,Holz-Apfel,Pinus sylvestris,"7","9",,GeoNutzV,Land Berlin
"2565300",Arbutus,,Pseudotsuga menziesii,"6","8","1980",GeoNutzV,Land Berlin
"2565301",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","11","1985",GeoNutzV,Land Berlin
"2565302",Salix,,Salix spec.,"4","5",,GeoNutzV,Land Berlin
"2565303",Piper,,Picea abies,"3","5",,GeoNutzV,Land Berlin
"2565304",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","11","1985",GeoNutzV,Land Berlin
"2565305",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","5","1985",GeoNutzV,Land Berlin
"2565306",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1980",GeoNutzV,Land Berlin
"2565307",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12","1980",GeoNutzV,Land Berlin
"2565308",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","7",,GeoNutzV,Land Berlin
"2565309",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"7","13","1950",GeoNutzV,Land Berlin
"2565310",Acer,Eschen-Ahorn,Acer negundo,"9","14","1985",GeoNutzV,Land Berlin
"2565311",Acer,Eschen-Ahorn,Acer negundo,"3","4","1985",GeoNutzV,Land Berlin
"2565312",Acer,Eschen-Ahorn,Acer negundo,"4","5","1985",GeoNutzV,Land Berlin
"2565313",Acer,Eschen-Ahorn,Acer negundo,"6","13","1985",GeoNutzV,Land Berlin
"2565314",Acer,Eschen-Ahorn,Acer negundo,"5","8",,GeoNutzV,Land Berlin
"2565315",Acer,Eschen-Ahorn,Acer negundo,"6","12","1980",GeoNutzV,Land Berlin
"2565316",Acer,Eschen-Ahorn,Acer negundo,"4","12",,GeoNutzV,Land Berlin
"2565317",Acer,Eschen-Ahorn,Acer negundo,"5","10","1985",GeoNutzV,Land Berlin
"2565318",Acer,Eschen-Ahorn,Acer negundo,"8","14","1985",GeoNutzV,Land Berlin
"2565319",Acer,Eschen-Ahorn,Acer negundo,"4","7",,GeoNutzV,Land Berlin
"2565320",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","12","1985",GeoNutzV,Land Berlin
"2565321",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","10","1985",GeoNutzV,Land Berlin
"2565322",Acer,Eschen-Ahorn,Acer negundo,"8","12","1985",GeoNutzV,Land Berlin
"2565323",Acer,Eschen-Ahorn,Acer negundo,"6","10","1985",GeoNutzV,Land Berlin
"2565324",Acer,Eschen-Ahorn,Acer negundo,"11","13","1980",GeoNutzV,Land Berlin
"2565325",Acer,Eschen-Ahorn,Acer negundo,"2","6","1980",GeoNutzV,Land Berlin
"2595901",Salix,,Salix spec.,"4","12",,GeoNutzV,Land Berlin
"2565326",Acer,Eschen-Ahorn,Acer negundo,"7","16","1980",GeoNutzV,Land Berlin
"2565327",Acer,Eschen-Ahorn,Acer negundo,"4","10","1985",GeoNutzV,Land Berlin
"2565328",Betula,,Betula pendula,"4","18","1980",GeoNutzV,Land Berlin
"2565329",Acer,Eschen-Ahorn,Acer negundo,"4","7","1985",GeoNutzV,Land Berlin
"2565330",Acer,Eschen-Ahorn,Acer negundo,"3","6",,GeoNutzV,Land Berlin
"2565331",Acer,Eschen-Ahorn,Acer negundo,"6","12","1980",GeoNutzV,Land Berlin
"2565332",Acer,Eschen-Ahorn,Acer negundo,"7","15","1980",GeoNutzV,Land Berlin
"2565333",Betula,,Betula pendula,"5","19","1980",GeoNutzV,Land Berlin
"2565334",Betula,,Betula pendula,"4","17",,GeoNutzV,Land Berlin
"2565335",Acer,Eschen-Ahorn,Acer negundo,"6","8","1980",GeoNutzV,Land Berlin
"2565336",Acer,Berg-Ahorn,Acer pseudoplatanus,"1","5",,GeoNutzV,Land Berlin
"2565337",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","7","1980",GeoNutzV,Land Berlin
"2565338",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12",,GeoNutzV,Land Berlin
"2565339",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12",,GeoNutzV,Land Berlin
"2565340",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","14","1980",GeoNutzV,Land Berlin
"2565341",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1980",GeoNutzV,Land Berlin
"2565342",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","10",,GeoNutzV,Land Berlin
"2565343",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12","1980",GeoNutzV,Land Berlin
"2565344",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1980",GeoNutzV,Land Berlin
"2565345",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12",,GeoNutzV,Land Berlin
"2565346",Salix,,Salix fragilis,"6","10","1980",GeoNutzV,Land Berlin
"2565347",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","13","1980",GeoNutzV,Land Berlin
"2565348",Acer,Berg-Ahorn,Acer pseudoplatanus,"2","8","1980",GeoNutzV,Land Berlin
"2565349",Acer,Eschen-Ahorn,Acer negundo,"8","12","1980",GeoNutzV,Land Berlin
"2565350",Acer,Eschen-Ahorn,Acer negundo,"3","10",,GeoNutzV,Land Berlin
"2565351",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","14","1980",GeoNutzV,Land Berlin
"2565352",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1980",GeoNutzV,Land Berlin
"2565353",Salix,,Salix spec.,"3","8",,GeoNutzV,Land Berlin
"2565354",Salix,,Salix spec.,"3","8",,GeoNutzV,Land Berlin
"2565355",Salix,,Salix spec.,"3","6",,GeoNutzV,Land Berlin
"2565356",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12","1980",GeoNutzV,Land Berlin
"2565357",Acer,Eschen-Ahorn,Acer negundo,"6","7",,GeoNutzV,Land Berlin
"2565358",Betula,,Betula pendula,"6","18","1980",GeoNutzV,Land Berlin
"2565359",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","18","1980",GeoNutzV,Land Berlin
"2565360",Betula,,Betula pendula,"6","18","1980",GeoNutzV,Land Berlin
"2565361",Betula,,Betula pendula,"6","18","1980",GeoNutzV,Land Berlin
"2565362",Betula,,Betula pendula,"3","8",,GeoNutzV,Land Berlin
"2565363",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","8",,GeoNutzV,Land Berlin
"2565364",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7",,GeoNutzV,Land Berlin
"2565365",Betula,,Betula pendula,"9","21","1970",GeoNutzV,Land Berlin
"2565366",Prunus,Traubenkirsche,Prunus padus,"5","9","1985",GeoNutzV,Land Berlin
"2565367",Prunus,Traubenkirsche,Prunus padus,"4","6","1985",GeoNutzV,Land Berlin
"2565368",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","9","1980",GeoNutzV,Land Berlin
"2565369",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","10",,GeoNutzV,Land Berlin
"2565370",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1980",GeoNutzV,Land Berlin
"2565371",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","13",,GeoNutzV,Land Berlin
"2565372",Salix,Silber-Weide,Salix alba,"2","5",,GeoNutzV,Land Berlin
"2565373",Salix,Silber-Weide,Salix alba,"2","5",,GeoNutzV,Land Berlin
"2565374",Salix,Silber-Weide,Salix alba,"2","5",,GeoNutzV,Land Berlin
"2565375",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","12","1980",GeoNutzV,Land Berlin
"2565376",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","15","1980",GeoNutzV,Land Berlin
"2565377",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","8",,GeoNutzV,Land Berlin
"2565378",Salix,Silber-Weide,Salix alba,"10","19","1980",GeoNutzV,Land Berlin
"2565379",Salix,Silber-Weide,Salix alba,"10","19","1980",GeoNutzV,Land Berlin
"2565380",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","12",,GeoNutzV,Land Berlin
"2565381",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","9","1980",GeoNutzV,Land Berlin
"2565382",Betula,,Betula pendula,"6","18","1980",GeoNutzV,Land Berlin
"2565383",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","10","1980",GeoNutzV,Land Berlin
"2565384",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","10","1980",GeoNutzV,Land Berlin
"2565385",Betula,,Betula pendula,"5","17","1980",GeoNutzV,Land Berlin
"2565386",Betula,,Betula pendula,"5","21","1980",GeoNutzV,Land Berlin
"2565387",Betula,,Betula pendula,"5","21","1980",GeoNutzV,Land Berlin
"2565388",Betula,,Betula pendula,"5","22","1980",GeoNutzV,Land Berlin
"2565389",Betula,,Betula pendula,"5","22","1980",GeoNutzV,Land Berlin
"2565390",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","9","1980",GeoNutzV,Land Berlin
"2565391",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","8","1980",GeoNutzV,Land Berlin
"2565392",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1980",GeoNutzV,Land Berlin
"2565393",Acer,Berg-Ahorn,Acer pseudoplatanus,"7","12","1980",GeoNutzV,Land Berlin
"2565394",Betula,,Betula pendula,"7","22","1980",GeoNutzV,Land Berlin
"2565395",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","8","1980",GeoNutzV,Land Berlin
"2565396",Betula,,Betula pendula,"5","18","1980",GeoNutzV,Land Berlin
"2565397",Betula,,Betula pendula,"6","19","1980",GeoNutzV,Land Berlin
"2565398",Betula,,Betula pendula,"6","18","1980",GeoNutzV,Land Berlin
"2565399",Betula,,Betula pendula,"6","18","1980",GeoNutzV,Land Berlin
"2565400",Betula,,Betula pendula,"5","17","1980",GeoNutzV,Land Berlin
"2565401",Betula,,Betula pendula,"4","15","1980",GeoNutzV,Land Berlin
"2565402",Betula,,Betula pendula,"6","19","1980",GeoNutzV,Land Berlin
"2565403",Betula,,Betula pendula,"5","18","1980",GeoNutzV,Land Berlin
"2565404",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10",,GeoNutzV,Land Berlin
"2565405",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","14","1980",GeoNutzV,Land Berlin
"2565406",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","15","1980",GeoNutzV,Land Berlin
"2565407",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","14","1980",GeoNutzV,Land Berlin
"2565408",Betula,,Betula pendula,"4","11",,GeoNutzV,Land Berlin
"2565409",Prunus,Späte Traubenkirsche,Prunus serotina,"5","7",,GeoNutzV,Land Berlin
"2565410",Prunus,Späte Traubenkirsche,Prunus serotina,"5","6",,GeoNutzV,Land Berlin
"2565411",Betula,,Betula pendula,"7","20",,GeoNutzV,Land Berlin
"2565412",Acer,Berg-Ahorn,Acer pseudoplatanus,"6","11","1985",GeoNutzV,Land Berlin
"2565413",Prunus,Späte Traubenkirsche,Prunus serotina,"2","2",,GeoNutzV,Land Berlin
"2565414",Betula,,Betula pendula,"8","20","1980",GeoNutzV,Land Berlin
"2565415",Acer,Spitz-Ahorn,Acer platanoides,"4","5",,GeoNutzV,Land Berlin
"2565416",Acer,Spitz-Ahorn,Acer platanoides,"6","7",,GeoNutzV,Land Berlin
"2565417",Populus,Grau-Pappel,Populus canescens,"15","22","1960",GeoNutzV,Land Berlin
"2565418",Acer,Spitz-Ahorn,Acer platanoides,"3","8","1980",GeoNutzV,Land Berlin
"2565419",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"7","14","1970",GeoNutzV,Land Berlin
"2565420",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","12","1970",GeoNutzV,Land Berlin
"2565421",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","12","1970",GeoNutzV,Land Berlin
"2565422",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","9","1970",GeoNutzV,Land Berlin
"2565423",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"4","8","1970",GeoNutzV,Land Berlin
"2565424",Acer,Spitz-Ahorn,Acer platanoides,"7","14","1975",GeoNutzV,Land Berlin
"2565425",Acer,Eschen-Ahorn,Acer negundo,"7","10","1980",GeoNutzV,Land Berlin
"2565426",Acer,Berg-Ahorn,Acer pseudoplatanus,"9","16","1970",GeoNutzV,Land Berlin
"2565427",Betula,,Betula pendula,"10","21","1965",GeoNutzV,Land Berlin
"2565428",Betula,,Betula pendula,"11","19","1965",GeoNutzV,Land Berlin
"2565429",Salix,,Salix spec.,"5","7",,GeoNutzV,Land Berlin
"2565430",Salix,,Salix spec.,"3","7",,GeoNutzV,Land Berlin
"2565431",Acer,Eschen-Ahorn,Acer negundo,"12","15","1970",GeoNutzV,Land Berlin
"2565432",Acer,Eschen-Ahorn,Acer negundo,"10","14","1970",GeoNutzV,Land Berlin
"2565433",Acer,Eschen-Ahorn,Acer negundo,"4","9",,GeoNutzV,Land Berlin
"2565434",Acer,Eschen-Ahorn,Acer negundo,"2","8",,GeoNutzV,Land Berlin
"2565435",Acer,Eschen-Ahorn,Acer negundo,"5","8",,GeoNutzV,Land Berlin
"2565436",Acer,Eschen-Ahorn,Acer negundo,"5","8",,GeoNutzV,Land Berlin
"2565437",Acer,Eschen-Ahorn,Acer negundo,"5","8",,GeoNutzV,Land Berlin
"2565438",Prunus,Späte Traubenkirsche,Prunus serotina,"6","5","1980",GeoNutzV,Land Berlin
"2565439",Prunus,Traubenkirsche,Prunus padus,"7","13",,GeoNutzV,Land Berlin
"2565440",Prunus,Traubenkirsche,Prunus padus,"7","13",,GeoNutzV,Land Berlin
"2565441",Prunus,,Prunus domestica,"3","6","1980",GeoNutzV,Land Berlin
"2565442",Prunus,,Prunus domestica,"2","6",,GeoNutzV,Land Berlin
"2565443",Sambucus,Schwarzer Holunder,Sambucus nigra,"3","5",,GeoNutzV,Land Berlin
"2565444",Salix,Sal-Weide,Salix caprea,"4","8",,GeoNutzV,Land Berlin
"2565445",Salix,Sal-Weide,Salix caprea,"4","8",,GeoNutzV,Land Berlin
"2565446",Salix,Sal-Weide,Salix caprea,"4","8",,GeoNutzV,Land Berlin
"2565447",Salix,Sal-Weide,Salix caprea,"4","8",,GeoNutzV,Land Berlin
"2565448",Prunus,,Prunus avium,"4","6",,GeoNutzV,Land Berlin
"2565450",Enkianthus,,Salix matsudana,"5","7",,GeoNutzV,Land Berlin
"2565451",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"5","7",,GeoNutzV,Land Berlin
"2595902",Salix,,Salix spec.,"4","12",,GeoNutzV,Land Berlin
"2595903",Salix,,Salix spec.,"3","8",,GeoNutzV,Land Berlin
"3254805",Carpinus,Gewöhnliche Hainbuche,Carpinus betulus,"10","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3255211",Tilia,Sommer-Linde,Tilia platyphyllos,"6","12","1995",Deutschland Namensnennung 2.0,Land Berlin
"3256089",Acer,Spitz-Ahorn,Acer platanoides,"7","12","1982",Deutschland Namensnennung 2.0,Land Berlin
"3256383",Acer,Eschen-Ahorn,Acer negundo,"5","12","1963",Deutschland Namensnennung 2.0,Land Berlin
"3256811",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1993",Deutschland Namensnennung 2.0,Land Berlin
"3258360",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"8","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"3258617",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"3258619",Acer,Eschen-Ahorn,Acer negundo,"6","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"3258921",Quercus,Rot-Eiche,Quercus rubra,"4","25","1991",Deutschland Namensnennung 2.0,Land Berlin
"3259225",Betula,,Betula pendula,"8","10","1980",Deutschland Namensnennung 2.0,Land Berlin
"3259329",Quercus,Stiel-Eiche,Quercus robur,"3.5","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"3259332",Quercus,Stiel-Eiche,Quercus robur,"9","25","1924",Deutschland Namensnennung 2.0,Land Berlin
"3260236",Robinia,Gewöhnliche Scheinakazie,Robinia pseudoacacia,"11","12","1965",Deutschland Namensnennung 2.0,Land Berlin
"3260282",Corylus,Baum-Hasel,Corylus colurna,"4","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"3260645",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","12","1987",Deutschland Namensnennung 2.0,Land Berlin
"3260685",Betula,,Betula pendula,"8","12","1967",Deutschland Namensnennung 2.0,Land Berlin
"3260751",Tilia,Sommer-Linde,Tilia platyphyllos,"4","8","1985",Deutschland Namensnennung 2.0,Land Berlin
"3260810",Acer,Spitz-Ahorn,Acer platanoides,"4","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3261005",Acer,Eschen-Ahorn,Acer negundo,"18","17","1965",Deutschland Namensnennung 2.0,Land Berlin
"3261038",Ulmus,Flatter-Ulme,Ulmus laevis,"8","20","1960",Deutschland Namensnennung 2.0,Land Berlin
"3261076",Populus,Simons Pappel,Populus simonii,"8","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"3261309",Populus,Simons Pappel,Populus simonii,"7","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"3261310",Populus,Simons Pappel,Populus simonii,"7","17","1982",Deutschland Namensnennung 2.0,Land Berlin
"3261382",Populus,Simons Pappel,Populus simonii,"8","20","1965",Deutschland Namensnennung 2.0,Land Berlin
"3216917",Acer,Berg-Ahorn,Acer pseudoplatanus,"16","17","1930",Deutschland Namensnennung 2.0,Land Berlin
"3220241",Acer,Spitz-Ahorn,Acer platanoides,"7","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3220301",Quercus,,Platanus acerifolia,"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3220302",Quercus,,Platanus acerifolia,"4","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3239341",Acer,Spitz-Ahorn,Acer platanoides,,"12","1997",Deutschland Namensnennung 2.0,Land Berlin
"3239667",Corylus,Baum-Hasel,Corylus colurna,"5","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3239770",Tilia,Holländische Linde 'Pallida',Tilia intermedia 'Pallida',"4","7","1987",Deutschland Namensnennung 2.0,Land Berlin
"3239998",Acer,Spitz-Ahorn,Acer platanoides,"1.5","7","2004",Deutschland Namensnennung 2.0,Land Berlin
"3240723",Acer,Berg-Ahorn,Acer pseudoplatanus,"3","8","2003",Deutschland Namensnennung 2.0,Land Berlin
"3241730",Acer,Spitz-Ahorn,Acer platanoides,"5","12","1996",Deutschland Namensnennung 2.0,Land Berlin
"3241891",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"5","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"3242202",Populus,Simons Pappel,Populus simonii,"8","25","1965",Deutschland Namensnennung 2.0,Land Berlin
"3242442",Acer,Spitz-Ahorn,Acer platanoides,"5","7","2007",Deutschland Namensnennung 2.0,Land Berlin
"3243088",Acer,Spitz-Ahorn,Acer platanoides,"4","10","1982",Deutschland Namensnennung 2.0,Land Berlin
"3172887",Quercus,,Platanus acerifolia,"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"3179901",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3179932",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3180830",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","7","1985",Deutschland Namensnennung 2.0,Land Berlin
"3172888",Quercus,,Platanus acerifolia,"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"2891317",Tilia,,Tilia americana,"8","17","1974",Deutschland Namensnennung 2.0,Land Berlin
"2891657",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"4","17","1970",Deutschland Namensnennung 2.0,Land Berlin
"2891879",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","10","1960",Deutschland Namensnennung 2.0,Land Berlin
"2891884",Acer,Berg-Ahorn,Acer pseudoplatanus,"5","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"2891890",Acer,Feld-Ahorn,Acer campestre,"5","7","1993",Deutschland Namensnennung 2.0,Land Berlin
"2891998",Acer,Berg-Ahorn,Acer pseudoplatanus,"8","17","1980",Deutschland Namensnennung 2.0,Land Berlin
"2892059",Acer,Eschen-Ahorn,Acer negundo,,"17",,Deutschland Namensnennung 2.0,Land Berlin
"2892062",Acer,Eschen-Ahorn,Acer negundo,"8","15",,Deutschland Namensnennung 2.0,Land Berlin
"2892418",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","12","2002",Deutschland Namensnennung 2.0,Land Berlin
"2892850",Acer,Eschen-Ahorn,Acer negundo,"10","12",,Deutschland Namensnennung 2.0,Land Berlin
"2892852",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7",,Deutschland Namensnennung 2.0,Land Berlin
"2893280",Acer,Spitz-Ahorn,Acer platanoides,"4","10","1960",Deutschland Namensnennung 2.0,Land Berlin
"2893523",Acer,Berg-Ahorn,Acer pseudoplatanus,"3.5","12",,Deutschland Namensnennung 2.0,Land Berlin
"2893589",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"2894096",Juglans,Walnuss,Juglans regia,"5","12",,Deutschland Namensnennung 2.0,Land Berlin
"2894099",Betula,,Betula pendula,,"7",,Deutschland Namensnennung 2.0,Land Berlin
"3026757",Tilia,Winter-Linde,Tilia cordata,"3","7","1997",Deutschland Namensnennung 2.0,Land Berlin
"3240267",Populus,Balsam-Pappel,Populus balsamifera,"8","28",,Deutschland Namensnennung 2.0,Land Berlin
"3243050",Acer,Eschen-Ahorn,Acer negundo,"7","12","1997",Deutschland Namensnennung 2.0,Land Berlin
"3243624",Tilia,Winter-Linde 'Dilia',Tilia intermedia,"4","7","2002",Deutschland Namensnennung 2.0,Land Berlin
"3244024",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"5","10","1985",Deutschland Namensnennung 2.0,Land Berlin
"3244314",Quercus,Stiel-Eiche,Quercus robur,"5","20","1989",Deutschland Namensnennung 2.0,Land Berlin
"3246083",Acer,Spitz-Ahorn,Acer platanoides,"6","12","1985",Deutschland Namensnennung 2.0,Land Berlin
"3246127",Acer,Feld-Ahorn,Acer campestre,"5","5","2010",Deutschland Namensnennung 2.0,Land Berlin
"3246995",Salix,Trauer-Weide 'Tortuosa',Salix 'Tortuosa',"6","5","1986",Deutschland Namensnennung 2.0,Land Berlin
"3247296",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"6","7","1990",Deutschland Namensnennung 2.0,Land Berlin
"2740493",Populus,Silber-Pappel,Populus alba,"10","25","1951",Deutschland Namensnennung 2.0,Land Berlin
"2889857",Sorbus,Vogelbeere,Sorbus aucuparia,"3","3",,Deutschland Namensnennung 2.0,Land Berlin
"2891551",Aesculus,Gewöhnliche Rosskastanie,Aesculus hippocastanum,"6","12","1990",Deutschland Namensnennung 2.0,Land Berlin
"2891655",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"4","17","1993",Deutschland Namensnennung 2.0,Land Berlin
"2891656",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"4","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"2891869",Acer,Eschen-Ahorn,Acer negundo,"5","10","1960",Deutschland Namensnennung 2.0,Land Berlin
"2891875",Populus,,Populus x canadensis Hybride,"7","15","1950",Deutschland Namensnennung 2.0,Land Berlin
"2891880",Populus,,Populus x canadensis Hybride,"6","20","1950",Deutschland Namensnennung 2.0,Land Berlin
"2891883",Acer,Eschen-Ahorn,Acer negundo,"8","10","1960",Deutschland Namensnennung 2.0,Land Berlin
"2891885",Populus,,Populus x canadensis Hybride,"6","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"2891892",Populus,Kanada-Pappel 'Robusta',Populus x canadensis 'Robusta',"5","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"2892064",Piper,,Picea abies,,"10",,Deutschland Namensnennung 2.0,Land Berlin
"2892070",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","10","1990",Deutschland Namensnennung 2.0,Land Berlin
"2892608",Acer,Spitz-Ahorn,Acer platanoides,"3","12",,Deutschland Namensnennung 2.0,Land Berlin
"2892610",Acer,Berg-Ahorn,Acer pseudoplatanus,"4","7",,Deutschland Namensnennung 2.0,Land Berlin
"2865913",Malus,Holz-Apfel,Malus sylvestris,"5","3",,Deutschland Namensnennung 2.0,Land Berlin
"2865919",Prunus,,Prunus avium,"6","3",,Deutschland Namensnennung 2.0,Land Berlin
"2868749",Populus,Berliner Pappel,Populus berolinensis,"15","27","1970",Deutschland Namensnennung 2.0,Land Berlin
"2869759",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"2872684",Fraxinus,Gewöhnliche Esche,Fraxinus excelsior,"5","7","1999",Deutschland Namensnennung 2.0,Land Berlin
"2877613",Acer,Spitz-Ahorn,Acer platanoides,"5","10","1960",Deutschland Namensnennung 2.0,Land Berlin
"2877617",Populus,,Populus x canadensis Hybride,"6","17","1950",Deutschland Namensnennung 2.0,Land Berlin
"2877635",Populus,,Populus x canadensis Hybride,"5","12","1950",Deutschland Namensnennung 2.0,Land Berlin
"2877877",Populus,,Populus x canadensis Hybride,"5","12","1960",Deutschland Namensnennung 2.0,Land Berlin
"2877882",Sorbus,Gewöhnliche Mehlbeere,Sorbus aria,"4","7","1997",Deutschland Namensnennung 2.0,Land Berlin
